% Supplement to Berends, C. J., de Boer, B., and van de Wal, R. S. W.: Reconstructing 
% the Evolution of Ice Sheets, Sea Level and Atmospheric CO2 During the Past 
% 3.6 Million Years, Clim. Past Discuss., https://doi.org/10.5194/cp-2020-52, in review, 2020
%
% Results from three separate simulations of the last 3.6 Myr with the hybrid ice-sheet - climate model.
%
% SL   = Global mean sea-level (m w.r.t. PD)
% pCO2 = Atmospheric CO2 concentration (ppmv)
%
% Time (kyr ago)    SL   SL_lower   SL_upper     pCO2   pCO2_lower   pCO2_upper
 -605.3         -13.36     -20.09      -8.51     242.42     236.52       250.96
 -605.2         -13.50     -20.35      -8.61     242.41     236.61       250.93
 -605.1         -13.64     -20.59      -8.71     242.28     236.60       250.74
 -605.0         -13.79     -20.84      -8.81     242.25     236.66       250.67
 -604.9         -13.95     -21.08      -8.92     242.07     236.62       250.45
 -604.8         -14.10     -21.33      -9.02     241.87     236.50       250.21
 -604.7         -14.25     -21.58      -9.13     241.66     236.41       249.94
 -604.6         -14.40     -21.82      -9.23     241.44     236.33       249.70
 -604.5         -14.55     -22.05      -9.33     241.12     236.09       249.32
 -604.4         -14.70     -22.30      -9.44     240.92     235.95       249.05
 -604.3         -14.85     -22.54      -9.55     240.55     235.68       248.64
 -604.2         -15.01     -22.78      -9.66     240.22     235.38       248.25
 -604.1         -15.16     -23.01      -9.77     239.98     235.23       247.97
 -604.0         -15.32     -23.25      -9.89     239.60     234.95       247.57
 -603.9         -15.49     -23.49     -10.00     239.24     234.63       247.16
 -603.8         -15.65     -23.73     -10.11     238.90     234.31       246.72
 -603.7         -15.81     -23.97     -10.21     238.47     233.87       246.18
 -603.6         -15.97     -24.20     -10.30     238.08     233.52       245.76
 -603.5         -16.14     -24.44     -10.40     237.72     233.17       245.34
 -603.4         -16.31     -24.68     -10.50     237.22     232.72       244.82
 -603.3         -16.48     -24.91     -10.61     236.77     232.26       244.31
 -603.2         -16.66     -25.15     -10.72     236.43     231.95       243.91
 -603.1         -16.85     -25.38     -10.83     236.00     231.54       243.43
 -603.0         -17.05     -25.61     -10.93     235.56     231.11       242.92
 -602.9         -17.25     -25.85     -11.03     235.00     230.59       242.28
 -602.8         -17.44     -26.09     -11.13     234.56     230.17       241.77
 -602.7         -17.64     -26.33     -11.23     234.12     229.77       241.23
 -602.6         -17.84     -26.57     -11.33     233.57     229.27       240.64
 -602.5         -18.04     -26.81     -11.43     233.13     228.89       240.16
 -602.4         -18.25     -27.04     -11.54     232.63     228.40       239.56
 -602.3         -18.47     -27.27     -11.65     232.26     228.05       239.13
 -602.2         -18.68     -27.50     -11.76     231.91     227.71       238.73
 -602.1         -18.90     -27.75     -11.88     231.41     227.29       238.16
 -602.0         -19.05     -27.99     -12.01     231.12     227.02       237.74
 -601.9         -19.31     -28.24     -12.13     230.83     226.73       237.34
 -601.8         -19.58     -28.49     -12.26     230.50     226.43       236.87
 -601.7         -19.85     -28.73     -12.39     230.19     226.15       236.45
 -601.6         -20.11     -28.97     -12.52     229.88     225.82       236.00
 -601.5         -20.37     -29.21     -12.66     229.70     225.67       235.71
 -601.4         -20.64     -29.46     -12.81     229.41     225.42       235.31
 -601.3         -20.91     -29.70     -12.97     229.24     225.27       235.02
 -601.2         -21.18     -29.94     -13.12     229.06     225.14       234.74
 -601.1         -21.45     -30.18     -13.27     228.90     225.03       234.43
 -601.0         -21.72     -30.42     -13.43     228.73     224.89       234.14
 -600.9         -21.98     -30.66     -13.58     228.68     224.89       233.97
 -600.8         -22.23     -30.90     -13.73     228.59     224.85       233.76
 -600.7         -22.49     -31.14     -13.88     228.47     224.80       233.55
 -600.6         -22.73     -31.37     -14.02     228.38     224.78       233.34
 -600.5         -22.98     -31.61     -14.18     228.40     224.81       233.24
 -600.4         -23.22     -31.83     -14.33     228.53     224.99       233.28
 -600.3         -23.46     -32.05     -14.47     228.64     225.11       233.31
 -600.2         -23.70     -32.26     -14.62     228.90     225.37       233.44
 -600.1         -23.94     -32.47     -14.77     229.13     225.60       233.57
 -600.0         -24.17     -32.68     -14.93     229.46     225.96       233.82
 -599.9         -24.40     -32.87     -15.08     229.81     226.30       234.06
 -599.8         -24.61     -33.06     -15.23     230.20     226.74       234.42
 -599.7         -24.82     -33.24     -15.38     230.73     227.25       234.87
 -599.6         -25.03     -33.41     -15.53     231.26     227.75       235.30
 -599.5         -25.24     -33.57     -15.68     231.77     228.27       235.74
 -599.4         -25.44     -33.72     -15.83     232.27     228.74       236.16
 -599.3         -25.64     -33.88     -15.97     232.73     229.20       236.58
 -599.2         -25.82     -34.03     -16.12     233.17     229.67       236.95
 -599.1         -26.00     -34.19     -16.26     233.61     230.11       237.33
 -599.0         -26.18     -34.34     -16.40     234.05     230.52       237.71
 -598.9         -26.34     -34.47     -16.54     234.46     230.96       238.06
 -598.8         -26.51     -34.61     -16.68     234.71     231.19       238.27
 -598.7         -26.68     -34.73     -16.82     235.11     231.60       238.60
 -598.6         -26.84     -34.85     -16.95     235.35     231.85       238.81
 -598.5         -26.99     -34.98     -17.08     235.68     232.20       239.11
 -598.4         -27.14     -35.10     -17.22     235.93     232.44       239.30
 -598.3         -27.29     -35.22     -17.36     236.25     232.75       239.59
 -598.2         -27.44     -35.33     -17.49     236.59     233.09       239.87
 -598.1         -27.58     -35.43     -17.62     236.90     233.41       240.14
 -598.0         -27.71     -35.54     -17.75     237.21     233.71       240.41
 -597.9         -27.84     -35.63     -17.87     237.60     234.13       240.78
 -597.8         -27.97     -35.73     -18.00     237.89     234.40       241.01
 -597.7         -28.09     -35.82     -18.14     238.27     234.80       241.37
 -597.6         -28.22     -35.92     -18.26     238.55     235.07       241.60
 -597.5         -28.34     -36.00     -18.39     238.91     235.46       241.93
 -597.4         -28.45     -36.10     -18.51     239.14     235.71       242.14
 -597.3         -28.57     -36.19     -18.63     239.51     236.07       242.44
 -597.2         -28.68     -36.28     -18.75     239.75     236.31       242.64
 -597.1         -28.79     -36.36     -18.88     239.97     236.57       242.85
 -597.0         -28.90     -36.45     -19.00     240.17     236.78       243.04
 -596.9         -29.00     -36.52     -19.13     240.42     237.01       243.24
 -596.8         -29.11     -36.59     -19.26     240.62     237.23       243.45
 -596.7         -29.23     -36.66     -19.39     240.74     237.32       243.54
 -596.6         -29.34     -36.73     -19.51     241.02     237.56       243.72
 -596.5         -29.45     -36.80     -19.63     241.15     237.69       243.80
 -596.4         -29.57     -36.87     -19.59     241.28     237.82       243.93
 -596.3         -29.69     -36.93     -19.74     241.42     237.95       244.06
 -596.2         -29.79     -37.01     -19.89     241.46     237.96       244.08
 -596.1         -29.89     -37.07     -20.03     241.51     237.98       244.11
 -596.0         -29.98     -37.14     -20.17     241.55     238.04       244.17
 -595.9         -30.09     -37.21     -20.32     241.64     238.10       244.24
 -595.8         -30.19     -37.29     -20.48     241.71     238.19       244.31
 -595.7         -30.30     -37.37     -20.65     241.68     238.14       244.28
 -595.6         -30.41     -37.45     -20.81     241.67     238.13       244.29
 -595.5         -30.53     -37.53     -20.97     241.68     238.11       244.27
 -595.4         -30.65     -37.60     -21.13     241.70     238.12       244.26
 -595.3         -30.78     -37.68     -21.29     241.62     237.97       244.16
 -595.2         -30.90     -37.76     -21.45     241.41     237.74       243.94
 -595.1         -31.02     -37.83     -21.60     241.20     237.53       243.73
 -595.0         -31.14     -37.91     -21.76     241.03     237.34       243.53
 -594.9         -31.26     -37.98     -21.91     240.87     237.12       243.34
 -594.8         -31.37     -38.05     -22.07     240.58     236.81       243.03
 -594.7         -31.48     -38.14     -22.22     240.13     236.41       242.61
 -594.6         -31.59     -38.23     -22.38     239.73     236.02       242.23
 -594.5         -31.71     -38.34     -22.55     239.38     235.67       241.86
 -594.4         -31.82     -38.45     -22.72     238.90     235.21       241.39
 -594.3         -31.95     -38.56     -22.91     238.57     234.89       241.04
 -594.2         -32.08     -38.68     -23.09     238.25     234.63       240.74
 -594.1         -32.20     -38.81     -23.27     237.94     234.37       240.45
 -594.0         -32.32     -38.95     -23.46     237.64     234.12       240.17
 -593.9         -32.44     -39.08     -23.65     237.36     233.91       239.90
 -593.8         -32.55     -39.22     -23.83     237.07     233.65       239.61
 -593.7         -32.66     -39.36     -24.01     236.77     233.42       239.33
 -593.6         -32.77     -39.50     -24.18     236.51     233.20       239.10
 -593.5         -32.89     -39.64     -24.36     236.38     233.09       238.98
 -593.4         -33.00     -39.79     -24.55     236.15     232.88       238.74
 -593.3         -33.13     -39.94     -24.72     236.03     232.81       238.63
 -593.2         -33.25     -40.09     -24.90     235.82     232.61       238.41
 -593.1         -33.37     -40.23     -25.08     235.57     232.41       238.20
 -593.0         -33.49     -40.37     -25.27     235.37     232.21       238.00
 -592.9         -33.60     -40.51     -25.44     235.15     232.02       237.80
 -592.8         -33.71     -40.66     -25.61     234.93     231.81       237.57
 -592.7         -33.82     -40.80     -25.79     234.70     231.61       237.36
 -592.6         -33.93     -40.93     -25.97     234.46     231.41       237.14
 -592.5         -34.05     -41.07     -26.14     234.25     231.21       236.95
 -592.4         -34.16     -41.20     -26.30     234.03     231.02       236.75
 -592.3         -34.28     -41.33     -26.48     233.83     230.81       236.55
 -592.2         -34.41     -41.45     -26.65     233.64     230.62       236.35
 -592.1         -34.53     -41.59     -26.81     233.56     230.52       236.29
 -592.0         -34.66     -41.72     -26.98     233.35     230.32       236.12
 -591.9         -34.77     -41.84     -27.15     233.13     230.11       235.90
 -591.8         -34.89     -41.96     -27.32     233.03     229.99       235.82
 -591.7         -35.00     -42.08     -27.48     232.80     229.74       235.60
 -591.6         -35.13     -42.19     -27.64     232.69     229.61       235.51
 -591.5         -35.25     -42.30     -27.80     232.46     229.33       235.25
 -591.4         -35.37     -42.41     -27.96     232.32     229.18       235.12
 -591.3         -35.49     -42.52     -28.11     232.08     228.87       234.86
 -591.2         -35.62     -42.62     -28.27     231.81     228.56       234.61
 -591.1         -35.74     -42.73     -28.43     231.52     228.26       234.33
 -591.0         -35.87     -42.84     -28.60     231.35     228.06       234.18
 -590.9         -36.00     -42.94     -28.76     231.00     227.68       233.86
 -590.8         -36.13     -43.05     -28.92     230.66     227.32       233.53
 -590.7         -36.26     -43.16     -29.07     230.32     226.95       233.21
 -590.6         -36.38     -43.26     -29.23     229.97     226.57       232.89
